OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;longueur;largeur;hauteur;Volume;Volume_Formule;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;hauteur_2;longueur_2;largeur_2;Equipe;Nb_boites;hauteur_3;longueur_3;largeur_3;hauteur_4;longueur_4;largeur_4;hauteur_5;longueur_5;largeur_5;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
262;1;261;;;;;2023/08/03 14:02:23.449;"{""Ch""}";10;M;17.2;4.7;1.3;105.092;#VALEUR!;2;70;25;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;;;;8806;cp;2016;5;21500
263;1;262;;;;;2023/08/03 14:06:36.097;"{""Ch""}";5;M;26;2.4;0.5;31.2;#VALEUR!;1;90;5;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;;;;8806;cp;2016;5;22000
264;1;263;;;;;2023/08/03 14:10:47.975;"{""Ch""}";2;M;16.2;3.9;1.6;101.088;#VALEUR!;2;50;35;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;;;;8806;cp;2016;5;22000
265;1;264;;;;;2023/08/03 14:19:42.180;"{""Ch""}";5;M;10.3;4.7;0.6;29.046;#VALEUR!;1;40;55;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;;;;8806;cp;2016;5;22000
266;1;265;;;;;2023/08/03 14:25:55.030;"{""Ch""}";2;M;12.5;1;0.6;7.5;#VALEUR!;1;75;20;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;;;;8806;cp;2016;5;22000
267;1;266;;;;;2023/08/03 14:29:34.053;"{""Bc""}";5;M;15;2;1.5;45;#VALEUR!;2;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;;;;8806;cp;2016;5;22000
268;1;267;;;;;2023/08/03 14:35:40.098;"{""Ch""}";5;M;12.1;3;1;36.3;#VALEUR!;2;25;70;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;;;;8806;cp;2016;5;22000
269;1;268;;;;;2023/08/03 14:42:02.674;"{""Bc""}";1;M;13.1;2.9;2.1;79.779;#VALEUR!;2;30;10;60;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;;;;8806;cp;2016;5;22000
270;1;269;;;;;2023/08/03 14:46:36.522;"{""Ch""}";3;P;28;2;1.7;95.2;#VALEUR!;1;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;;;;8806;cp;2016;5;22500
271;1;270;;;;;2023/08/03 14:49:03.873;"{""Bc""}";4;M;9.1;2;0.9;16.38;#VALEUR!;1;60;15;25;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;;;;8806;cp;2016;5;22000
272;1;271;;;;;2023/08/03 14:53:00.474;"{""Bc""}";25;M;19.4;23.5;2;911.8;#VALEUR!;2;50;25;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;;;;8806;cp;2016;5;22000
273;1;272;;;;;2023/08/03 15:00:03.505;"{""Ch""}";30;D;27.3;27.1;3.8;2811.354;#VALEUR!;3;75;20;5;"{""RD"".""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;;;;8806;cp;2016;5;22000
274;1;273;;;;;2023/08/03 15:19:20.531;"{""Bc""}";15;M;15.2;24.3;1.9;701.784;#VALEUR!;1;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;;;;8806;cp;2016;5;22500
275;1;274;;;;;2023/08/03 15:23:17.939;"{""Ch""}";10;M;28;2.5;1;70;#VALEUR!;2;40;40;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;;;;8806;cp;2016;5;22500
276;1;275;;;;;2023/08/03 15:29:31.645;"{""Ch""}";5;M;28;6.1;1.7;290.36;#VALEUR!;2;50;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;;;;8806;cp;2016;5;22500
277;1;276;;;;;2023/08/03 15:32:39.619;"{""Pl""}";1;D;10.6;2;2;42.4;#VALEUR!;3;70;30;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;;;;8806;cp;2016;5;22500
278;1;277;;;;;2023/08/03 15:35:11.193;"{""Bc""}";5;M;32;2;0.9;57.6;#VALEUR!;1;80;15;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;;;;8806;cp;2016;5;22500
279;1;278;;;;;2023/08/03 15:45:14.182;"{""Ch""}";3;P;19.5;1.1;0.5;10.725;#VALEUR!;1;80;5;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;;;;8806;cp;2016;5;22500
280;1;279;;;;;2023/08/03 15:51:48.364;"{""Bc""}";1;M;15.7;1.4;1.1;24.178;#VALEUR!;2;45;30;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;;;;8806;cp;2016;5;23000
281;1;280;;;;;2023/08/03 15:57:50.520;"{""Bc""}";2;M;16;1.3;0.4;8.32;#VALEUR!;2;70;25;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;;;;8806;cp;2016;5;23000
282;1;281;;;;;2023/08/03 16:01:21.321;"{""Pl""}";3;M;10.8;2.2;3.5;83.16;#VALEUR!;3;30;60;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;;;;8806;cp;2016;5;23000
283;1;282;;;;;2023/08/03 16:05:20.716;"{""Pl""}";1;M;28;3;1.5;126;#VALEUR!;2;60;35;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;;;;8806;cp;2016;5;23000
284;1;283;;;;;2023/08/03 16:08:27.842;"{""Ch""}";8;M;20.5;2.8;1.5;86.1;#VALEUR!;3;30;60;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;;;;8806;cp;2016;5;23000
285;1;284;;;;;2023/08/15 08:55:20.448;"{""Bc""}";10;M;56;3;1;168;168;2;75;10;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
286;1;285;;;;;2023/08/15 09:02:13.793;"{""Ch""}";2;M;17;1.5;1;25.5;#VALEUR!;2;70;15;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
287;1;286;;;;;2023/08/15 09:04:23.017;"{""Ch""}";2;M;5;2;1;10;10;1;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
288;1;287;;;;;2023/08/15 09:09:29.485;"{""Ch""}";2;M;12;1.5;1.2;21.6;#VALEUR!;2;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
289;1;288;;;;;2023/08/15 09:14:47.302;"{""Ch""}";5;M;9;2.5;1.5;33.75;#VALEUR!;2;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
290;1;289;;;;;2023/08/15 09:20:40.705;"{""Bc""}";10;P;15;2.2;1.2;39.6;#VALEUR!;1;60;25;15;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
291;1;290;;;;;2023/08/15 09:23:43.736;"{""Ch""}";2;M;5.8;1.5;0.8;6.96;#VALEUR!;1;50;20;30;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
292;1;291;;;;;2023/08/15 09:26:05.600;"{""Ch""}";15;M;13;1.8;0.6;14.04;#VALEUR!;2;40;50;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
293;1;292;;;;;2023/08/15 09:28:05.843;"{""Ch""}";20;M;14;11;0.7;107.8;#VALEUR!;1;60;30;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
294;1;293;;;;;2023/08/15 09:29:52.148;"{""Ch""}";10;M;30;4.7;1.3;183.3;#VALEUR!;1;70;15;15;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
295;1;294;;;;;2023/08/15 09:31:44.638;"{""Ch""}";2;P;15.5;1.8;0.8;22.32;#VALEUR!;2;75;15;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
296;1;295;;;;;2023/08/15 09:34:20.041;"{""Ch""}";5;M;27;2.7;1.3;94.77;#VALEUR!;3;60;30;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
297;1;296;;;;;2023/08/15 09:42:37.270;"{""Bc""}";25;M;20;13.6;1.5;408;#VALEUR!;3;70;25;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;8806;cp;2016;5;13000
298;1;297;;;;;2023/08/15 09:51:20.781;"{""Ch""}";2;M;20;2.5;1.5;75;#VALEUR!;2;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;8806;cp;2016;5;13000
299;1;298;;;;;2023/08/15 09:54:09.754;"{""Ch""}";2;M;23;1;1.7;39.1;#VALEUR!;1;90;5;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;8806;cp;2016;5;13000
300;1;299;;;;;2023/08/15 09:58:09.947;"{""Ch""}";5;M;15;2.6;1.4;54.6;#VALEUR!;3;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
301;1;300;;;;;2023/08/15 10:01:56.899;"{""Ch""}";5;M;12.5;0.9;1.1;12.375;#VALEUR!;2;80;15;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
302;1;301;;;;;2023/08/15 10:10:06.392;"{""Bc""}";40;M;69;16.3;1.7;1911.99;#VALEUR!;3;50;25;25;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
303;1;302;;;;;2023/08/15 10:14:08.494;"{""Bc""}";25;M;18;5.2;0.8;74.88;#VALEUR!;3;70;25;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
304;1;303;;;;;2023/08/15 10:17:04.225;"{""Bc""}";2;M;23.2;3;1;69.6;#VALEUR!;1;80;10;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
305;1;304;;;;;2023/08/15 10:20:10.995;"{""Ch""}";10;M;16;5;1;80;80;2;80;15;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
306;1;305;;;;;2023/08/15 10:21:46.224;"{""Ch""}";5;M;16;4;0.8;51.2;#VALEUR!;3;40;50;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
307;1;306;;;;;2023/08/15 10:25:18.096;"{""Ch""}";5;D;55;7;2;770;770;2;75;15;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
308;1;307;;;;;2023/08/15 10:27:22.806;"{""Bc""}";10;M;21;10;1.7;357;#VALEUR!;1;80;15;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
309;1;308;;;;;2023/08/15 10:29:55.009;"{""Ch""}";10;M;28;6;1.7;285.6;#VALEUR!;3;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
310;1;309;;;;;2023/08/15 10:31:56.306;"{""Bc""}";15;M;27;11.2;1.4;423.36;#VALEUR!;2;80;10;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
311;1;310;;;;;2023/08/15 10:40:14.819;"{""Bc""}";15;M;26;9;1;234;234;3;75;15;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
312;1;311;;;;;2023/08/15 10:42:57.017;"{""Bc""}";20;M;39;17;1.3;861.9;#VALEUR!;1;70;15;15;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
313;1;312;;;;;2023/08/15 10:45:42.990;"{""Bc""}";15;M;27.3;4;0.9;98.28;#VALEUR!;1;80;10;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
314;1;313;;;;;2023/08/15 10:48:31.162;"{""Bc""}";15;M;14;22;1.4;431.2;#VALEUR!;3;80;15;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
315;1;314;;;;;2023/08/15 10:50:33.824;"{""Bc""}";5;D;13;6;0.8;62.4;#VALEUR!;2;60;35;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
316;1;315;;;;;2023/08/15 10:52:00.309;"{""Bc""}";15;M;37;7;0.8;207.2;#VALEUR!;2;80;10;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
317;1;316;;;;;2023/08/15 11:04:55.099;"{""Bc""}";2;M;4;6.5;1.9;49.4;#VALEUR!;3;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;8806;cp;2016;5;14500
318;1;317;;;;;2023/08/15 11:09:42.589;"{""Bc""}";2;D;6.8;3.8;1.7;43.928;#VALEUR!;3;80;15;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;8806;cp;2016;5;14500
319;1;318;;;;;2023/08/15 11:12:06.240;"{""Bc""}";5;D;11;2.5;0.7;19.25;#VALEUR!;3;75;25;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;8806;cp;2016;5;14500
320;1;319;;;;;2023/08/15 11:14:32.815;"{""Bc""}";2;M;14;1.3;0.4;7.28;#VALEUR!;1;90;5;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;8806;cp;2016;5;14500
321;1;320;;;;;2023/08/15 11:16:45.545;"{""Ch""}";5;M;35;4.5;1.5;236.25;#VALEUR!;3;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;8806;cp;2016;5;14500
322;1;321;;;;;2023/08/15 11:26:48.082;"{""Ch""}";5;P;10;4;1;40;40;1;50;40;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;8806;cp;2016;5;15500
323;1;322;;;;;2023/08/15 11:35:40.898;"{""Bc""}";2;M;12;3.7;0.6;26.64;#VALEUR!;1;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
324;1;323;;;;;2023/08/15 11:37:29.116;"{""Bc""}";15;M;17;15;0.8;204;#VALEUR!;2;60;35;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
325;1;324;;;;;2023/08/15 11:39:22.807;"{""Bc""}";10;D;11;8;1;88;88;3;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
326;1;325;;;;;2023/08/15 11:40:52.462;"{""Bc""}";10;M;17;1.5;0.7;17.85;#VALEUR!;2;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
327;1;326;;;;;2023/08/15 11:42:17.132;"{""Bc""}";10;M;20;4;1;80;80;2;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
328;1;327;;;;;2023/08/15 11:43:59.554;"{""Bc""}";1;P;19;2;1.2;45.6;#VALEUR!;1;90;5;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
329;1;328;;;;;2023/08/15 11:45:48.678;"{""Bc""}";10;M;10;9;0.8;72;#VALEUR!;2;60;35;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
330;1;329;;;;;2023/08/15 11:47:30.480;"{""Bc""}";15;M;12;15;0.9;162;#VALEUR!;2;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
331;1;330;;;;;2023/08/15 11:55:01.345;"{""Ch""}";5;M;85;10;3.5;2975;#VALEUR!;3;75;15;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
332;1;331;;;;;2023/08/15 12:00:38.099;"{""Ch""}";5;M;50;4;2.5;500;#VALEUR!;1;75;15;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
333;1;332;;;;;2023/08/15 12:03:38.317;"{""Ch""}";10;M;37;8.5;1.5;471.75;#VALEUR!;2;50;45;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
334;1;333;;;;;2023/08/15 12:06:35.122;"{""Bc""}";10;M;11;9;1.3;128.7;#VALEUR!;3;75;20;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
335;1;334;;;;;2023/08/15 12:11:32.449;"{""Bc""}";2;M;2.5;4;0.3;3;#VALEUR!;3;40;50;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
336;1;335;;;;;2023/08/15 12:13:41.140;"{""Bc""}";10;M;10;5;0.5;25;#VALEUR!;2;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
337;1;336;;;;;2023/08/15 12:15:33.814;"{""Bc""}";10;D;2;9.3;1;18.6;#VALEUR!;3;65;25;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
338;1;337;;;;;2023/08/15 12:17:21.338;"{""Bc""}";10;M;7;11.5;1;80.5;#VALEUR!;2;60;25;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
339;1;338;;;;;2023/08/15 12:19:24.969;"{""Bc""}";2;M;11;3;0.4;13.2;#VALEUR!;1;75;10;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
340;1;339;;;;;2023/08/15 12:21:35.712;"{""Bc""}";2;M;7;3;0.6;12.6;#VALEUR!;1;85;5;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
341;1;340;;;;;2023/08/15 12:30:49.517;"{""Bc""}";5;M;32;3;0.4;38.4;#VALEUR!;1;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
342;1;341;;;;;2023/08/15 12:33:17.334;"{""Bc""}";5;P;15;1.7;0.6;15.3;#VALEUR!;1;80;5;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
343;1;342;;;;;2023/08/15 12:37:01.019;"{""Bc""}";5;P;14.4;2.4;0.9;31.104;#VALEUR!;1;75;5;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;8806;cp;2016;5;17000
344;1;343;;;;;2023/08/15 12:40:52.312;"{""Bc""}";5;M;42;9.4;2;789.6;#VALEUR!;3;75;20;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;8806;cp;2016;5;17000
345;1;344;;;;;2023/08/15 12:44:16.145;"{""Ch""}";5;M;19.3;3.6;2;138.96;#VALEUR!;2;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;8806;cp;2016;5;17000
346;1;345;;;;;2023/08/15 12:46:02.072;"{""Bc""}";5;P;11;2.3;0.4;10.12;#VALEUR!;1;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;8806;cp;2016;5;17000
347;1;346;;;;;2023/08/15 12:51:59.169;"{""Ch""}";2;P;9;0.8;1.5;10.8;#VALEUR!;1;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;;8806;cp;2016;5;17500
348;1;347;;;;;2023/08/15 12:58:54.793;"{""Bc""}";10;M;2;15.6;0.5;15.6;#VALEUR!;3;60;35;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;;8806;cp;2016;5;17500
349;1;348;;;;;2023/08/15 13:00:28.485;"{""Ch""}";5;M;5;2.5;0.6;7.5;#VALEUR!;3;40;50;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;;8806;cp;2016;5;17500
350;1;349;;;;;2023/08/15 13:02:03.829;"{""Bc""}";5;M;14.4;3;0.7;30.24;#VALEUR!;2;85;10;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;;8806;cp;2016;5;17500
351;1;350;;;;;2023/08/15 13:08:13.053;"{""Ch""}";5;M;12;5;3;180;180;2;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;8806;cp;2016;5;18000
352;1;351;;;;;2023/08/15 13:12:38.802;"{""Ch""}";5;M;15;5;0.8;60;#VALEUR!;2;60;25;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;8806;cp;2016;5;18000
353;1;352;;;;;2023/08/15 13:19:57.233;"{""Ch""}";5;M;425;9.5;4;16150;#VALEUR!;3;70;15;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;8806;cp;2016;5;18000
