OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;Volume;Volume_Formule;longueur;largeur;hauteur;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;hauteur_2;longueur_2;largeur_2;Equipe;Nb_boites;hauteur_3;longueur_3;largeur_3;hauteur_4;longueur_4;largeur_4;hauteur_5;longueur_5;largeur_5;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
348;1;347;;;;;2022/07/21 09:56:39.000;"{""Pl""}";;P;29.484;#VALEUR!;15.6;2.1;0.9;1;85;;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
349;1;348;;;;;2022/07/21 09:58:07.000;"{""Pl""}";;M;2038.415;#VALEUR!;49.9;21.5;1.9;2;50;40;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
350;1;349;;;;;2022/07/21 10:02:16.000;"{""Pl""}";;M;213.528;#VALEUR!;24.8;4.1;2.1;1;75;15;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
351;1;350;;;;;2022/07/21 10:03:51.000;"{""Pl""}";;P;55.36;#VALEUR!;17.3;3.2;1;1;75;15;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
352;1;351;;;;;2022/07/21 10:05:17.000;"{""Pl""}";;M;19.6;#VALEUR!;5;2.8;1.4;1;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
353;1;352;;;;;2022/07/21 10:07:14.000;"{""Pl""}";2;P;258.635;#VALEUR!;11.5;17.3;1.3;1;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
354;1;353;;;;;2022/07/21 10:09:22.000;"{""Pl""}";3;P;33.408;#VALEUR!;17.4;2.4;0.8;1;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
355;1;354;;;;;2022/07/21 10:11:25.000;"{""Ch""}";5;P;63.99;#VALEUR!;15.8;2.7;1.5;1;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
356;1;355;;;;;2022/07/21 10:12:54.000;"{""Ch""}";40;M;2525.6;#VALEUR!;40;28.7;2.2;1;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
357;1;356;;;;;2022/07/21 10:21:14.000;"{""Ch""}";5;P;30;#VALEUR!;25;1.2;1;1;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
358;1;357;;;;;2022/07/21 10:22:53.000;"{""Ch""}";10;P;24.75;#VALEUR!;11;1.5;1.5;1;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
359;1;358;;;;;2022/07/21 10:24:55.000;"{""Ch""}";7;P;15.444;#VALEUR!;13.2;1.3;0.9;1;70;15;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
360;1;359;;;;;2022/07/21 10:28:35.000;"{""Ch""}";10;M;45.356;#VALEUR!;9.2;2.9;1.7;1;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
361;1;360;;;;;2022/07/21 10:30:47.000;"{""Ch""}";18;P;124.2;#VALEUR!;18;3;2.3;2;75;15;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
362;1;361;;;;;2022/07/21 10:34:06.000;"{""Ch""}";8;P;72.6;#VALEUR!;11;3.3;2;1;75;15;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
363;1;362;;;;;2022/07/21 10:40:28.000;"{""Bc""}";8;P;104.496;#VALEUR!;31.1;2.8;1.2;1;60;30;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
364;1;363;;;;;2022/07/21 10:43:09.000;"{""Bc""}";5;P;33.075;#VALEUR!;17.5;2.1;0.9;1;60;20;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
365;1;364;;;;;2022/07/21 10:44:43.000;"{""Bc""}";10;P;72.171;#VALEUR!;9.9;8.1;0.9;1;80;10;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
366;1;365;;;;;2022/07/21 10:46:25.000;"{""Bc""}";5;P;57.27;#VALEUR!;16.6;2.3;1.5;1;70;15;15;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
367;1;366;;;;;2022/07/21 10:47:48.000;"{""Bc""}";10;P;450.639;#VALEUR!;31.1;6.9;2.1;1;50;25;25;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
368;1;367;;;;;2022/07/21 10:53:41.000;"{""Pl""}";4;M;34.2;#VALEUR!;9.5;1.8;2;1;75;15;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;8806;cp;2016;5;13000
369;1;368;;;;;2022/07/21 10:56:23.000;"{""Ch""}";7;P;61.6;#VALEUR!;11;4;1.4;1;50;40;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;8806;cp;2016;5;13000
370;1;369;;;;;2022/07/21 11:00:02.000;"{""Pl""}";5;P;833.112;#VALEUR!;20.3;17.1;2.4;1;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;8806;cp;2016;5;13000
371;1;370;;;;;2022/07/21 11:02:24.000;"{""Pl""}";5;P;154.35;#VALEUR!;24.5;4.2;1.5;1;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;8806;cp;2016;5;13000
372;1;371;;;;;2022/07/21 11:07:38.000;"{""Ch""}";5;P;55.796;#VALEUR!;11.6;3.7;1.3;1;40;30;30;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;8806;cp;2016;5;13000
373;1;372;;;;;2022/07/21 11:10:13.000;"{""Pl""}";10;D;157.339;#VALEUR!;24.7;4.9;1.3;1;80;20;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;8806;cp;2016;5;13000
374;1;373;;;;;2022/07/21 11:13:48.000;"{""Ch""}";4;P;103.2;#VALEUR!;34.4;2;1.5;1;50;30;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;8806;cp;2016;5;13000
375;1;374;;;;;2022/07/21 11:18:54.000;"{""Ch""}";5;M;125.58;#VALEUR!;23;2.6;2.1;1;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
376;1;375;;;;;2022/07/21 11:23:05.000;"{""Ch""}";3;M;17.55;#VALEUR!;9;1.5;1.3;1;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
377;1;376;;;;;2022/07/21 11:25:30.000;"{""Pl""}";2;D;89.6;#VALEUR!;11.2;4;2;1;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
378;1;377;;;;;2022/07/21 11:28:48.000;"{""Ch""}";5;P;6.56;#VALEUR!;2;4.1;0.8;3;;50;50;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
379;1;378;;;;;2022/07/21 11:30:57.000;"{""Ch""}";4;P;7.93;#VALEUR!;12.2;1.3;0.5;1;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
380;1;379;;;;;2022/07/21 11:33:18.000;"{""Ch""}";4;P;14.04;#VALEUR!;6;1.3;1.8;1;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
381;1;380;;;;;2022/07/21 11:44:22.000;"{""Bc""}";;M;74.58;#VALEUR!;11.3;6;1.1;1;70;20;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
382;1;381;;;;;2022/07/21 11:48:00.000;"{""Bc""}";;P;2369.004;#VALEUR!;78.6;13.7;2.2;1;60;30;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
383;1;382;;;;;2022/07/21 11:54:00.000;"{""Ch""}";5;P;30.132;#VALEUR!;10.8;3.1;0.9;1;70;20;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
384;1;383;;;;;2022/07/21 11:55:20.000;"{""Ch""}";8;P;104.922;#VALEUR!;20.1;2.9;1.8;2;50;35;15;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
385;1;384;;;;;2022/07/21 11:58:13.000;"{""Ch""}";15;P;30.912;#VALEUR!;18.4;2.1;0.8;1;70;15;15;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
386;1;385;;;;;2022/07/21 11:59:42.000;"{""Bc""}";30;P;884.862;#VALEUR!;36.9;10.9;2.2;1;60;20;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
387;1;386;;;;;2022/07/21 12:03:18.000;"{""Bc""}";;M;142.2;#VALEUR!;15.8;9;1;1;60;20;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
388;1;387;;;;;2022/07/21 12:06:35.000;"{""Bc""}";;M;637.14;#VALEUR!;24.6;3.7;7;1;85;10;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
389;1;388;;;;;2022/07/21 12:10:19.000;"{""Ch""}";5;M;233.25;#VALEUR!;31.1;5;1.5;1;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
390;1;389;;;;;2022/07/21 12:13:45.000;"{""Ch""}";5;D;543.95;#VALEUR!;43;5.5;2.3;2;60;25;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
391;1;390;;;;;2022/07/21 12:18:17.000;"{""Bc""}";;P;122.508;#VALEUR!;24.9;4.1;1.2;1;75;15;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
392;1;391;;;;;2022/07/21 12:21:40.000;"{""Bc""}";;P;19.53;#VALEUR!;9;3.1;0.7;1;80;10;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
393;1;392;;;;;2022/07/21 12:22:50.000;"{""Ch""}";15;P;671.832;#VALEUR!;27.9;17.2;1.4;1;60;25;15;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
394;1;393;;;;;2022/07/21 12:50:21.000;"{""Pl""}";10;M;320.112;#VALEUR!;24.7;7.2;1.8;2;70;10;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
395;1;394;;;;;2022/07/21 12:54:04.000;"{""Pl""}";5;D;16.353;#VALEUR!;7.9;2.3;0.9;1;80;5;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
396;1;395;;;;;2022/07/21 13:01:57.000;"{""Ch""}";20;M;176.902;#VALEUR!;37.4;4.3;1.1;1;70;20;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
397;1;396;;;;;2022/07/21 13:04:15.000;"{""Ch""}";15;M;209.88;#VALEUR!;21.2;9.9;1;1;70;10;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
398;1;397;;;;;2022/07/21 13:06:52.000;"{""Ch""}";10;M;258.566;#VALEUR!;25.3;7.3;1.4;1;80;10;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
399;1;398;;;;;2022/07/21 13:09:17.000;"{""Ch""}";15;P;1326.204;#VALEUR!;59.1;18.7;1.2;2;60;20;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
400;1;399;;;;;2022/07/21 13:14:41.000;"{""Ch""}";5;D;59.211;#VALEUR!;15.3;4.3;0.9;1;50;25;25;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
401;1;400;;;;;2022/07/21 13:20:58.000;"{""Ch""}";4;D;13.5;#VALEUR!;6;1.5;1.5;1;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;8806;cp;2016;5;14500
402;1;401;;;;;2022/07/21 13:22:45.000;"{""Ch""}";3;D;9.68;#VALEUR!;4.4;2.2;1;1;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;8806;cp;2016;5;14500
403;1;402;;;;;2022/07/21 13:24:41.000;"{""Ch""}";3;M;102;#VALEUR!;17;4;1.5;1;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;8806;cp;2016;5;14500
404;1;403;;;;;2022/07/21 13:26:46.000;"{""Ch""}";3;M;94.86;#VALEUR!;15.5;3.4;1.8;1;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;8806;cp;2016;5;14500
405;1;404;;;;;2022/07/21 13:34:53.000;"{""Ch""}";5;M;9.72;#VALEUR!;9;1.2;0.9;1;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;;;;8806;cp;2016;5;15000
406;1;405;;;;;2022/07/21 13:40:49.000;"{""Ch""}";3;P;26.46;#VALEUR!;18;2.1;0.7;1;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
407;1;406;;;;;2022/07/21 13:45:00.000;"{""Ch""}";5;M;1417.28;#VALEUR!;20.6;43;1.6;1;70;15;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
408;1;407;;;;;2022/07/21 13:47:12.000;"{""Ch""}";20;M;128.872;#VALEUR!;18.1;8.9;0.8;1;70;15;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
409;1;408;;;;;2022/07/21 13:49:27.000;"{""Ch""}";1;P;34.24;#VALEUR!;10.7;4;0.8;2;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
410;1;409;;;;;2022/07/21 13:51:16.000;"{""Pl""}";5;D;120.6;#VALEUR!;13.4;6;1.5;1;50;40;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
411;1;410;;;;;2022/07/21 13:53:23.000;"{""Ch""}";5;D;186.099;#VALEUR!;12.3;8.9;1.7;2;40;50;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
412;1;411;;;;;2022/07/21 13:58:32.000;"{""Ch""}";5;M;53.04;#VALEUR!;17;2.4;1.3;1;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
413;1;412;;;;;2022/07/21 14:06:43.000;"{""Pl""}";20;M;1256.352;#VALEUR!;113.8;4.8;2.3;1;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
414;1;413;;;;;2022/07/21 14:13:20.000;"{""Ch""}";15;M;191.697;#VALEUR!;15.7;11.1;1.1;2;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
415;1;414;;;;;2022/07/21 14:16:18.000;"{""Ch""}";5;D;24.528;#VALEUR!;4.8;7.3;0.7;1;20;60;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
416;1;415;;;;;2022/07/21 14:17:54.000;"{""Ch""}";5;D;51.98;#VALEUR!;11.3;4.6;1;1;70;25;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
417;1;416;;;;;2022/07/21 14:19:44.000;"{""Ch""}";20;M;293.76;#VALEUR!;25.5;6.4;1.8;1;50;40;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
418;1;417;;;;;2022/07/21 14:23:17.000;"{""Ch""}";10;D;43.2;#VALEUR!;3;12;1.2;2;40;40;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
419;1;418;;;;;2022/07/21 14:24:54.000;"{""Pl""}";1;D;6.25;#VALEUR!;2.5;2.5;1;2;20;60;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
420;1;419;;;;;2022/07/21 14:25:51.000;"{""Pl""}";5;D;17.976;#VALEUR!;10.7;2.4;0.7;1;70;25;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
421;1;420;;;;;2022/07/21 14:27:34.000;"{""Ch""}";5;D;38.64;#VALEUR!;13.8;3.5;0.8;1;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
422;1;421;;;;;2022/07/21 14:29:24.000;"{""Ch""}";5;P;11.136;#VALEUR!;8.7;1.6;0.8;2;70;25;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
423;1;422;;;;;2022/07/21 14:31:28.000;"{""Ch""}";5;D;138.6;#VALEUR!;11;4.5;2.8;2;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
424;1;423;;;;;2022/07/21 14:33:00.000;"{""Ch""}";10;M;2453.76;#VALEUR!;106.5;7.2;3.2;3;60;25;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
425;1;424;;;;;2022/07/21 14:44:08.000;"{""Ch""}";5;M;195.559;#VALEUR!;30.7;4.9;1.3;2;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
426;1;425;;;;;2022/07/21 14:46:29.000;"{""Pl""}";5;P;109.074;#VALEUR!;15.9;4.9;1.4;1;80;5;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
427;1;426;;;;;2022/07/21 14:53:07.000;"{""Ch""}";5;P;47.232;#VALEUR!;12.8;4.1;0.9;1;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
428;1;427;;;;;2022/07/21 14:55:15.000;"{""Pl""}";5;M;112.34;#VALEUR!;27.4;4.1;1;1;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;8806;cp;2016;5;17000
429;1;428;;;;;2022/07/21 14:57:40.000;"{""Pl""}";5;M;1049.22;#VALEUR!;67;5.8;2.7;3;70;15;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;8806;cp;2016;5;17000
430;1;429;;;;;2022/07/21 15:04:08.000;"{""Pl""}";;D;155.82;#VALEUR!;21;5.3;1.4;2;40;50;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;8806;cp;2016;5;17000
431;1;430;;;;;2022/07/21 15:16:02.000;"{""Ch""}";4;M;117.6;#VALEUR!;4;2.1;14;2;50;30;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;;8806;cp;2016;5;17500
432;1;431;;;;;2022/07/21 15:18:46.000;"{""Pl""}";5;M;63.558;#VALEUR!;10.7;5.4;1.1;1;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;;8806;cp;2016;5;17500
433;1;432;;;;;2022/07/21 15:20:53.000;"{""Pl""}";;D;48.416;#VALEUR!;8.9;3.4;1.6;2;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;;8806;cp;2016;5;17500
434;1;433;;;;;2022/07/21 15:22:29.000;"{""Ch""}";5;D;22.016;#VALEUR!;8.6;3.2;0.8;1;90;10;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;;8806;cp;2016;5;17500
435;1;434;;;;;2022/07/21 15:39:19.000;"{""Pl""}";5;D;24.752;#VALEUR!;11.9;2.6;0.8;1;60;25;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;8806;cp;2016;5;18000
436;1;435;;;;;2022/07/21 15:42:20.000;"{""Ch""}";15;M;16560;#VALEUR!;345;15;3.2;3;75;20;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;8806;cp;2016;5;18000
437;1;436;;;;;2022/07/21 15:55:34.000;"{""Ch""}";5;M;45.504;#VALEUR!;15.8;3.6;0.8;1;70;15;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;8806;cp;2016;5;18500
